Policy Number,Insured Amount,Start Date,End Date,Latitude,Longitude,Country,ISO3
4501,3992,21/07/2017,03/12/2017,33.59997622,73.04002722,Pakistan,PAK
4502,4741,22/08/2016,28/01/2017,29.38997479,71.67499426,Pakistan,PAK
4503,1492,23/05/2017,09/08/2017,25.53178652,69.01179765,Pakistan,PAK
4504,2215,16/12/2016,18/05/2017,27.71356549,68.8485518,Pakistan,PAK
4505,2992,08/03/2017,11/08/2017,34.75003522,72.34999182,Pakistan,PAK
4506,4614,24/07/2016,17/12/2016,32.16042584,74.18502193,Pakistan,PAK
4507,2402,20/12/2016,13/07/2017,30.22000165,67.02499385,Pakistan,PAK
4508,4386,30/12/2016,10/05/2017,27.56176597,68.20678218,Pakistan,PAK
4509,3678,03/08/2016,21/06/2017,33.69999595,73.16663448,Pakistan,PAK
4510,3646,08/02/2017,14/10/2017,30.19997703,71.45500769,Pakistan,PAK
4511,935,11/08/2016,30/12/2016,25.379987,68.37498897,Pakistan,PAK
4512,2842,01/08/2016,08/12/2016,34.00501609,71.53500281,Pakistan,PAK
4513,4763,03/11/2016,08/04/2017,31.55997154,74.35002478,Pakistan,PAK
4514,4869,14/02/2017,13/11/2017,24.86999229,66.99000891,Pakistan,PAK
4515,4025,03/12/2016,26/11/2017,7.345226355,134.4695009,Palau,PLW
4516,4238,12/02/2017,28/08/2017,7.487396173,134.6265485,Palau,PLW
4517,3886,02/09/2016,28/03/2017,31.90294475,35.20620938,Palestine,PSE
4518,4775,06/07/2017,29/11/2017,31.54059287,35.09557328,Palestine,PSE
4519,1553,17/01/2017,14/06/2017,32.22148155,35.25442663,Palestine,PSE
4520,842,18/07/2017,01/05/2018,31.52999921,34.44501868,Palestine,PSE
4521,3262,31/05/2017,02/01/2018,9.541686355,-78.97196299,Panama,PAN
4522,1576,21/10/2016,18/07/2017,8.509983133,-80.35998926,Panama,PAN
4523,4149,22/07/2016,25/10/2016,7.970016092,-80.42003727,Panama,PAN
4524,3376,01/02/2017,01/05/2017,7.518958353,-78.16601465,Panama,PAN
4525,878,01/09/2016,12/03/2017,9.335350084,-82.2474707,Panama,PAN
4526,1736,14/02/2017,10/11/2017,9.30001243,-82.3999681,Panama,PAN
4527,4658,31/12/2016,11/09/2017,7.760390644,-80.28001998,Panama,PAN
4528,2300,16/02/2017,05/12/2017,8.100369892,-80.98333622,Panama,PAN
4529,3964,29/01/2017,30/08/2017,8.398181172,-78.14022811,Panama,PAN
4530,3734,27/12/2016,15/12/2017,9.365021382,-79.8749801,Panama,PAN
4531,1297,13/02/2017,22/09/2017,8.949982116,-79.56665267,Panama,PAN
4532,1855,02/07/2017,29/05/2018,8.280023009,-82.87001693,Panama,PAN
4533,2436,05/12/2016,29/07/2017,8.433321146,-82.43332524,Panama,PAN
4534,514,29/10/2016,09/07/2017,8.96801719,-79.53303715,Panama,PAN
4535,111,09/11/2016,25/06/2017,-5.490000005,143.7180037,Papua New Guinea,PNG
4536,876,25/01/2017,08/12/2017,-2.690000936,141.3039966,Papua New Guinea,PNG
4537,1366,30/04/2017,08/10/2017,-6.022997883,144.9600127,Papua New Guinea,PNG
4538,123,07/11/2016,19/08/2017,-7.927001897,145.8379987,Papua New Guinea,PNG
4539,1824,09/10/2016,29/07/2017,-6.228000033,155.5659907,Papua New Guinea,PNG
4540,53,21/09/2016,07/06/2017,-2.032001997,147.2799966,Papua New Guinea,PNG
4541,3049,17/10/2016,07/04/2017,-5.55000289,150.1430137,Papua New Guinea,PNG
4542,4769,29/10/2016,16/07/2017,-9.109151958,143.2337226,Papua New Guinea,PNG
4543,3096,27/07/2016,30/03/2017,-5.429742201,154.6711375,Papua New Guinea,PNG
4544,1456,09/05/2017,23/07/2017,-6.216275616,155.6333321,Papua New Guinea,PNG
4545,3276,22/06/2017,07/01/2018,-6.144393698,143.6452266,Papua New Guinea,PNG
4546,2738,28/06/2017,08/11/2017,-10.04260537,148.5650297,Papua New Guinea,PNG
4547,692,15/09/2016,27/08/2017,-10.30207273,150.4590743,Papua New Guinea,PNG
4548,1856,06/01/2017,11/10/2017,-8.769194724,148.2484082,Papua New Guinea,PNG
4549,3757,06/09/2016,28/07/2017,-5.474615459,150.4099816,Papua New Guinea,PNG
4550,3623,14/04/2017,25/02/2018,-3.553492412,143.6367,Papua New Guinea,PNG
4551,3228,28/04/2017,26/02/2018,-5.224811586,145.785251,Papua New Guinea,PNG
4552,4701,29/10/2016,27/05/2017,-2.581284323,150.8129765,Papua New Guinea,PNG
4553,2712,05/03/2017,23/10/2017,-6.083312155,145.3854821,Papua New Guinea,PNG
4554,2898,22/07/2016,28/02/2017,-5.86322223,144.2168196,Papua New Guinea,PNG
4555,2719,08/03/2017,01/08/2017,-4.205490385,152.1434307,Papua New Guinea,PNG
4556,3014,07/10/2016,21/07/2017,-6.732988262,146.9900354,Papua New Guinea,PNG
4557,572,09/10/2016,26/02/2017,-9.464707826,147.1925036,Papua New Guinea,PNG
4558,4185,29/05/2017,12/02/2018,-22.03000205,-60.60999555,Paraguay,PRY
4559,1159,26/11/2016,11/02/2017,-25.38700191,-57.14000047,Paraguay,PRY
4560,1314,06/05/2017,19/09/2017,-20.51995034,-62.209986,Paraguay,PRY
4561,1348,25/04/2017,14/02/2018,-25.04995807,-57.08998845,Paraguay,PRY
4562,3321,14/09/2016,01/12/2016,-25.09000731,-57.52998743,Paraguay,PRY
4563,3924,03/09/2016,14/12/2016,-23.05028685,-59.84994918,Paraguay,PRY
4564,1906,08/08/2016,30/06/2017,-22.64002765,-57.7899974,Paraguay,PRY
4565,242,21/06/2017,06/10/2017,-23.43000527,-58.85998377,Paraguay,PRY
4566,1145,29/08/2016,23/11/2016,-24.08996499,-57.07998906,Paraguay,PRY
4567,3315,04/02/2017,26/07/2017,-25.34001788,-57.52003972,Paraguay,PRY
4568,3204,09/11/2016,02/10/2017,-25.40998777,-57.27997685,Paraguay,PRY
4569,1494,03/10/2016,07/09/2017,-26.67998777,-57.15001062,Paraguay,PRY
4570,2223,26/07/2016,09/06/2017,-25.62000079,-57.16001001,Paraguay,PRY
4571,2622,22/03/2017,16/03/2018,-26.02002806,-54.76994918,Paraguay,PRY
4572,2084,20/07/2017,23/05/2018,-25.44998533,-56.4399506,Paraguay,PRY
4573,2289,29/05/2017,21/03/2018,-26.20001707,-56.38000594,Paraguay,PRY
4574,4517,27/09/2016,27/08/2017,-23.91002765,-55.45998458,Paraguay,PRY
4575,2703,02/09/2016,10/05/2017,-27.34718482,-55.87391878,Paraguay,PRY
4576,1217,17/06/2017,31/12/2017,-27.17003538,-56.25003972,Paraguay,PRY
4577,3508,07/06/2017,16/04/2018,-21.06958087,-57.89999068,Paraguay,PRY
4578,125,25/02/2017,18/01/2018,-19.91611123,-60.78327722,Paraguay,PRY
4579,4922,29/09/2016,09/03/2017,-22.28960976,-57.93998824,Paraguay,PRY
4580,1265,21/01/2017,17/10/2017,-23.33962319,-57.05001673,Paraguay,PRY
4581,4481,31/10/2016,18/06/2017,-23.46948606,-57.23997929,Paraguay,PRY
4582,3026,01/04/2017,11/07/2017,-24.41960895,-57.10001367,Paraguay,PRY
4583,1136,19/06/2017,17/03/2018,-25.50961994,-57.36002364,Paraguay,PRY
4584,4939,21/11/2016,25/07/2017,-26.86948525,-58.29999211,Paraguay,PRY
4585,3365,04/09/2016,16/04/2017,-22.54458128,-55.75999211,Paraguay,PRY
4586,4095,12/12/2016,22/06/2017,-22.12961953,-56.5199974,Paraguay,PRY
4587,3393,21/06/2017,26/03/2018,-26.0295882,-55.94000696,Paraguay,PRY
4588,3544,03/10/2016,04/07/2017,-24.0796297,-55.49998214,Paraguay,PRY
4589,1869,07/11/2016,07/07/2017,-27.07954995,-55.74996688,Paraguay,PRY
4590,3733,18/09/2016,20/08/2017,-23.40638914,-57.43441187,Paraguay,PRY
4591,189,31/01/2017,22/04/2017,-25.7500187,-56.43331018,Paraguay,PRY
4592,3461,27/02/2017,05/11/2017,-22.33999428,-60.02998987,Paraguay,PRY
4593,3536,15/04/2017,19/02/2018,-25.51669961,-54.61605676,Paraguay,PRY
4594,2171,19/05/2017,07/01/2018,-25.29640298,-57.64150517,Paraguay,PRY
4595,2855,08/12/2016,27/09/2017,-6.629997133,-79.80002344,Peru,PER
4596,826,24/02/2017,31/12/2017,-6.150026429,-79.71000309,Peru,PER
4597,4366,24/06/2017,17/01/2018,-17.02000893,-72.01998153,Peru,PER
4598,1962,16/11/2016,21/07/2017,-13.30421507,-72.11661646,Peru,PER
4599,869,17/04/2017,05/01/2018,-14.46001015,-72.0800037,Peru,PER
4600,516,07/06/2017,11/05/2018,-15.47002602,-69.42998458,Peru,PER
4601,2538,01/06/2017,25/05/2018,-9.440006491,-78.20999129,Peru,PER
4602,2567,08/05/2017,04/02/2018,-8.932182191,-74.70521814,Peru,PER
4603,4489,10/05/2017,13/02/2018,-7.810028464,-78.04994938,Peru,PER
4604,4721,19/04/2017,03/03/2018,-7.899997133,-78.56999516,Peru,PER
4605,1830,19/09/2016,13/01/2017,-6.43000934,-76.52001693,Peru,PER
4606,2434,25/04/2017,06/04/2018,-4.570019512,-73.78002914,Peru,PER
4607,3825,26/08/2016,18/07/2017,-14.6999955,-74.12998194,Peru,PER
4608,3668,15/03/2017,31/05/2017,-11.93003538,-76.71000533,Peru,PER
4609,3534,04/07/2017,10/03/2018,-11.25999876,-74.69002527,Peru,PER
4610,722,04/10/2016,23/05/2017,-11.41001544,-75.72998763,Peru,PER
4611,4453,25/05/2017,04/05/2018,-11.52003457,-75.94000065,Peru,PER
4612,4893,27/02/2017,14/12/2017,-11.06001097,-77.59997685,Peru,PER
4613,3884,09/08/2016,16/02/2017,-11.11003375,-77.61994979,Peru,PER
4614,4668,25/02/2017,17/01/2018,-6.82962319,-79.92998967,Peru,PER
4615,237,20/10/2016,19/04/2017,-5.979597556,-79.74997481,Peru,PER
4616,3841,06/03/2017,31/12/2017,-5.55962319,-80.81998702,Peru,PER
4617,4254,26/09/2016,19/02/2017,-5.089574362,-80.17000086,Peru,PER
4618,3933,13/10/2016,01/10/2017,-4.889586569,-80.67999557,Peru,PER
4619,4844,22/10/2016,09/01/2017,-13.63959511,-72.89000594,Peru,PER
4620,3755,28/02/2017,23/12/2017,-16.61961994,-72.71999048,Peru,PER
4621,1941,19/12/2016,14/09/2017,-14.28958128,-71.22997807,Peru,PER
4622,2877,19/12/2016,15/12/2017,-15.83294961,-70.03330693,Peru,PER
4623,2718,15/02/2017,02/12/2017,-14.87957111,-70.59999068,Peru,PER
4624,4731,17/09/2016,18/12/2016,-16.07960122,-69.66999577,Peru,PER
4625,333,06/06/2017,01/12/2017,-16.56458453,-69.04499516,Peru,PER
4626,3936,13/10/2016,26/09/2017,-10.06958047,-78.15999435,Peru,PER
4627,102,04/11/2016,14/09/2017,-7.619600811,-78.04000167,Peru,PER
4628,4825,03/06/2017,20/02/2018,-5.709588197,-78.80998051,Peru,PER
4629,3218,11/10/2016,30/05/2017,-6.549588604,-78.65004195,Peru,PER
4630,2084,27/01/2017,10/09/2017,-9.289628073,-75.9899976,Peru,PER
4631,2706,16/07/2017,13/06/2018,-6.049619121,-76.96665633,Peru,PER
4632,4101,08/05/2017,25/10/2017,-7.169602438,-76.73997766,Peru,PER
4633,653,06/04/2017,10/09/2017,-8.179618308,-76.52001693,Peru,PER
4634,4809,28/08/2016,25/05/2017,-5.235250225,-78.50064539,Peru,PER
4635,2957,09/08/2016,21/02/2017,-6.229608135,-77.87001205,Peru,PER
4636,800,19/09/2016,10/07/2017,-3.916260967,-70.50834253,Peru,PER
4637,3766,13/12/2016,15/09/2017,-2.332791729,-71.91668034,Peru,PER
4638,3185,01/05/2017,12/04/2018,-2.902059307,-76.40247888,Peru,PER
4639,516,17/09/2016,02/07/2017,-2.516139711,-75.76660038,Peru,PER
4640,3776,12/05/2017,16/02/2018,-0.932928854,-75.39998194,Peru,PER
4641,3559,25/09/2016,22/06/2017,-5.069627259,-73.90999536,Peru,PER
4642,4649,30/09/2016,15/03/2017,-12.94961139,-74.25000045,Peru,PER
4643,4336,16/01/2017,13/06/2017,-15.01961424,-73.78997685,Peru,PER
4644,1667,27/10/2016,17/08/2017,-13.41960854,-76.13998845,Peru,PER
4645,2010,09/04/2017,10/10/2017,-14.18958738,-75.73996118,Peru,PER
4646,3064,21/09/2016,05/03/2017,-11.12961912,-75.34001144,Peru,PER
4647,4607,19/08/2016,05/01/2017,-11.1496179,-76.01002222,Peru,PER
4648,1797,07/08/2016,14/05/2017,-11.79960407,-75.50002751,Peru,PER
4649,2757,21/08/2016,27/02/2017,-10.69961953,-77.79999048,Peru,PER
4650,980,30/05/2017,29/12/2017,-11.55961871,-77.26997115,Peru,PER
4651,3412,10/07/2017,30/06/2018,-12.5196118,-76.73997766,Peru,PER
4652,4060,18/07/2017,16/02/2018,-6.762908916,-79.83658452,Peru,PER
4653,3984,23/06/2017,04/06/2018,-15.49999835,-70.13996708,Peru,PER
4654,2445,17/10/2016,04/07/2017,-10.69000771,-76.26998051,Peru,PER
4655,4631,23/11/2016,23/04/2017,-6.50995278,-76.47996769,Peru,PER
4656,2172,27/06/2017,06/12/2017,-13.17502399,-74.2199506,Peru,PER
4657,3826,02/02/2017,15/08/2017,-12.07002684,-77.13496647,Peru,PER
4658,4988,03/04/2017,24/03/2018,-5.089987774,-81.12002039,Peru,PER
4659,4039,10/04/2017,14/10/2017,-4.579993063,-81.27998478,Peru,PER
4660,4402,19/05/2017,29/09/2017,-3.570028871,-80.45998316,Peru,PER
4661,2030,01/03/2017,16/09/2017,-12.60002033,-69.18333297,Peru,PER
4662,2478,19/08/2016,09/01/2017,-17.64002277,-71.34002303,Peru,PER
4663,4780,22/07/2016,19/05/2017,-17.18997272,-70.93999577,Peru,PER
4664,3580,26/05/2017,20/05/2018,-9.530026836,-77.53000696,Peru,PER
4665,1408,13/07/2017,12/12/2017,-7.150017071,-78.53002344,Peru,PER
4666,1256,05/01/2017,11/05/2017,-9.920028871,-76.24000818,Peru,PER
4667,778,05/11/2016,24/02/2017,-7.400647767,-79.57060592,Peru,PER
4668,725,19/06/2017,09/05/2018,-8.220029278,-78.98999536,Peru,PER
4669,2722,27/04/2017,17/03/2018,-0.116596254,-75.22996647,Peru,PER
4670,2684,03/04/2017,03/11/2017,-7.340031312,-75.01997929,Peru,PER
4671,1896,09/02/2017,29/01/2018,-12.79003457,-74.99000696,Peru,PER
4672,3397,15/03/2017,25/10/2017,-13.71003009,-76.21998356,Peru,PER
4673,1079,05/12/2016,19/03/2017,-14.83001341,-74.94001001,Peru,PER
4674,1554,25/02/2017,02/12/2017,-5.210032126,-80.62997278,Peru,PER
4675,4407,29/05/2017,06/03/2018,-16.41999388,-71.53001144,Peru,PER
4676,3429,08/07/2017,02/07/2018,-9.070003236,-78.56999516,Peru,PER
4677,3215,28/12/2016,10/08/2017,-8.368909079,-74.53499597,Peru,PER
4678,3427,11/01/2017,09/01/2018,-3.750017884,-73.25000981,Peru,PER
4679,1027,06/03/2017,27/10/2017,-12.08000039,-75.20001998,Peru,PER
4680,2369,28/11/2016,31/07/2017,-13.52502846,-71.97215499,Peru,PER
4681,2223,21/09/2016,05/03/2017,-18.00000079,-70.25001205,Peru,PER
4682,4155,15/08/2016,01/08/2017,-8.120035381,-79.01996769,Peru,PER
4683,1398,24/11/2016,15/08/2017,-14.06799274,-75.72549178,Peru,PER
4684,4822,31/10/2016,26/06/2017,-12.04801268,-77.05006209,Peru,PER
4685,784,19/08/2016,11/06/2017,10.55037539,123.3800036,Philippines,PHL
4686,444,16/10/2016,31/07/2017,10.95874839,123.3085868,Philippines,PHL
4687,3630,01/06/2017,07/04/2018,7.852968973,123.5070243,Philippines,PHL
4688,4400,19/10/2016,02/01/2017,8.146206888,123.8444197,Philippines,PHL
4689,1500,22/01/2017,30/07/2017,15.48379519,120.5833785,Philippines,PHL
4690,4417,22/12/2016,15/07/2017,15.50208864,120.9617016,Philippines,PHL
4691,2649,25/11/2016,09/02/2017,14.82957155,120.2827767,Philippines,PHL
4692,4198,09/10/2016,24/05/2017,16.04789512,120.3408093,Philippines,PHL
4693,2367,18/02/2017,11/07/2017,14.06956626,121.3226098,Philippines,PHL
4694,4287,10/06/2017,20/12/2017,14.6504352,121.0299662,Philippines,PHL
4695,1496,07/04/2017,14/08/2017,14.5504413,120.9999939,Philippines,PHL
4696,1995,14/12/2016,25/10/2017,8.171244119,124.2153531,Philippines,PHL
4697,1594,10/02/2017,31/10/2017,11.0642975,124.6075256,Philippines,PHL
4698,3728,23/05/2017,27/04/2018,11.25043601,125.0000081,Philippines,PHL
4699,1596,11/07/2017,03/06/2018,8.949542866,125.5435925,Philippines,PHL
4700,1819,13/12/2016,16/07/2017,7.382144998,125.8016646,Philippines,PHL
4701,2567,28/08/2016,16/03/2017,9.784298115,125.4888155,Philippines,PHL
4702,4550,25/05/2017,29/08/2017,8.830377013,125.1299743,Philippines,PHL
4703,4723,27/12/2016,16/11/2017,13.16998293,123.7500069,Philippines,PHL
4704,741,17/10/2016,08/04/2017,17.61309674,121.7268746,Philippines,PHL
4705,2831,02/06/2017,02/09/2017,17.57472699,120.3869047,Philippines,PHL
4706,4584,11/05/2017,06/03/2018,10.63168825,122.9816817,Philippines,PHL
4707,959,20/10/2016,01/07/2017,11.58527346,122.7511014,Philippines,PHL
4708,510,20/02/2017,24/06/2017,9.754267783,118.744384,Philippines,PHL
4709,1755,10/11/2016,30/06/2017,13.61915448,123.1813594,Philippines,PHL
4710,1532,09/10/2016,05/09/2017,15.14505617,120.5450862,Philippines,PHL
4711,4854,02/07/2017,28/12/2017,13.78167686,121.021698,Philippines,PHL
4712,4275,06/03/2017,16/01/2018,7.216909606,124.2484261,Philippines,PHL
4713,2965,31/08/2016,10/07/2017,12.06718203,124.6041666,Philippines,PHL
4714,1655,15/06/2017,29/04/2018,8.450839456,124.6852986,Philippines,PHL
4715,1476,10/10/2016,01/07/2017,6.919976826,122.0800313,Philippines,PHL
4716,426,18/10/2016,23/03/2017,18.1988491,120.5936104,Philippines,PHL
4717,3281,06/03/2017,25/11/2017,16.42999066,120.5699426,Philippines,PHL
4718,4832,02/05/2017,20/04/2018,6.110827249,125.1747261,Philippines,PHL
4719,1944,24/03/2017,20/10/2017,10.31997601,123.9000752,Philippines,PHL
4720,1606,01/07/2017,24/10/2017,10.70504295,122.5450158,Philippines,PHL
4721,2484,03/10/2016,28/06/2017,7.110016906,125.6299955,Philippines,PHL
4722,113,04/05/2017,19/12/2017,14.60415895,120.9822172,Philippines,PHL
4723,2262,07/09/2016,30/06/2017,53.80003522,20.48003129,Poland,POL
4724,3407,05/08/2016,23/01/2017,54.18995974,19.40268103,Poland,POL
4725,2115,05/02/2017,31/07/2017,52.77994244,18.24998653,Poland,POL
4726,4640,24/04/2017,27/02/2018,50.35003908,18.90999792,Poland,POL
4727,1151,25/04/2017,18/08/2017,50.68497988,17.93134965,Poland,POL
4728,4739,16/12/2016,08/12/2017,54.2,16.1833333,Poland,POL
4729,590,03/04/2017,09/01/2018,53.83370241,22.34999467,Poland,POL
4730,1938,24/03/2017,22/06/2017,54.52037884,18.53002112,Poland,POL
4731,2846,08/07/2017,23/05/2018,51.11043194,17.03000932,Poland,POL
4732,3166,11/10/2016,26/09/2017,53.42039431,14.53000688,Poland,POL
4733,4318,28/02/2017,17/02/2018,51.95040651,15.50002519,Poland,POL
4734,154,13/09/2016,30/04/2017,52.4057534,16.89993974,Poland,POL
4735,252,15/09/2016,05/01/2017,53.48039064,18.75000769,Poland,POL
4736,4601,08/10/2016,03/05/2017,53.12041262,18.01000118,Poland,POL
4737,3247,04/01/2017,17/09/2017,50.26038047,19.02001705,Poland,POL
4738,4120,03/10/2016,18/04/2017,50.3303762,18.67001257,Poland,POL
4739,1920,27/07/2016,12/10/2016,50.8903937,20.6600203,Poland,POL
4740,662,07/09/2016,22/06/2017,53.15035911,23.1699963,Poland,POL
4741,2484,17/08/2016,25/06/2017,51.25039756,22.57272009,Poland,POL
4742,1656,03/08/2016,13/01/2017,50.07046958,22.00004187,Poland,POL
4743,4724,20/07/2017,10/02/2018,51.77499086,19.45136023,Poland,POL
4744,2217,18/09/2016,23/08/2017,54.3599752,18.64004024,Poland,POL
4745,1235,30/06/2017,20/06/2018,50.05997927,19.96001135,Poland,POL
4746,2437,23/07/2016,28/11/2016,52.25000063,20.99999955,Poland,POL
4747,1616,18/08/2016,09/08/2017,40.64100311,-8.650997534,Portugal,PRT
4748,1824,08/01/2017,05/04/2017,39.73899603,-8.804996462,Portugal,PRT
4749,1605,11/04/2017,19/09/2017,41.69623514,-8.844137484,Portugal,PRT
4750,1922,05/09/2016,21/02/2017,38.01400214,-7.86300241,Portugal,PRT
4751,3090,23/05/2017,01/03/2018,38.55999611,-7.905995561,Portugal,PRT
4752,4700,12/11/2016,16/07/2017,39.29000411,-7.423001549,Portugal,PRT
4753,4798,28/02/2017,02/01/2018,39.23100008,-8.682002552,Portugal,PRT
4754,581,01/04/2017,25/09/2017,41.80799701,-6.755003426,Portugal,PRT
4755,1173,25/04/2017,16/10/2017,39.81099615,-7.487999559,Portugal,PRT
4756,967,14/01/2017,31/03/2017,40.54100414,-7.262000512,Portugal,PRT
4757,1080,30/01/2017,17/05/2017,40.65699611,-7.910000431,Portugal,PRT
4758,991,10/11/2016,25/07/2017,41.29399815,-7.73700249,Portugal,PRT
4759,3933,30/01/2017,05/12/2017,41.55499453,-8.421331219,Portugal,PRT
4760,2555,08/12/2016,20/09/2017,40.28334088,-7.499992108,Portugal,PRT
4761,1612,27/12/2016,17/09/2017,38.53465595,-28.64475681,Portugal,PRT
4762,920,08/09/2016,16/03/2017,38.65039146,-27.21666976,Portugal,PRT
4763,2493,27/07/2016,28/06/2017,37.13373985,-8.533314048,Portugal,PRT
4764,4512,13/05/2017,02/09/2017,37.0170803,-7.933273154,Portugal,PRT
4765,4211,02/08/2016,13/03/2017,40.20037437,-8.41668034,Portugal,PRT
4766,2319,18/02/2017,21/08/2017,38.52995953,-8.900010011,Portugal,PRT
4767,3043,19/08/2016,13/12/2016,41.15000633,-8.620001263,Portugal,PRT
4768,356,13/08/2016,10/08/2017,32.64998252,-16.88003972,Portugal,PRT
4769,1876,15/11/2016,15/03/2017,37.74830182,-25.6665835,Portugal,PRT
4770,1655,08/11/2016,11/08/2017,38.72272288,-9.144866305,Portugal,PRT
4771,236,25/03/2017,30/08/2017,18.00038576,-66.61664209,Puerto Rico,PRI
4772,2964,14/04/2017,25/02/2018,18.20151044,-67.13971094,Puerto Rico,PRI
4773,3698,05/11/2016,04/05/2017,18.44002301,-66.72999435,Puerto Rico,PRI
4774,3741,27/11/2016,26/07/2017,18.44002301,-66.12997929,Puerto Rico,PRI
4775,1196,13/03/2017,24/08/2017,25.28655601,51.53296789,Qatar,QAT
4776,2896,28/09/2016,19/03/2017,45.04500004,23.27400062,Romania,ROU
4777,422,26/10/2016,19/07/2017,44.43499814,24.37100156,Romania,ROU
4778,1529,03/09/2016,04/03/2017,43.90163107,25.28670654,Romania,ROU
4779,4395,22/03/2017,23/10/2017,44.93799913,25.4590025,Romania,ROU
4780,4333,05/11/2016,18/09/2017,43.92999911,25.8399995,Romania,ROU
4781,2401,03/09/2016,10/05/2017,44.56999806,27.38199659,Romania,ROU
4782,4541,30/06/2017,11/12/2017,46.07700313,23.58000059,Romania,ROU
4783,3634,12/12/2016,01/08/2017,47.13800409,24.51300358,Romania,ROU
4784,537,19/06/2017,23/05/2018,45.88332304,22.91667357,Romania,ROU
4785,3739,26/01/2017,19/10/2017,47.1750031,23.06300448,Romania,ROU
4786,982,22/10/2016,06/09/2017,47.79199816,22.88500248,Romania,ROU
4787,1442,27/10/2016,22/08/2017,45.10999804,24.38299862,Romania,ROU
4788,2669,10/02/2017,22/09/2017,45.86799611,25.79300148,Romania,ROU
4789,4691,25/09/2016,30/01/2017,46.36099808,25.52400051,Romania,ROU
4790,1440,07/03/2017,28/07/2017,46.94000405,26.38299657,Romania,ROU
4791,1429,28/02/2017,31/07/2017,45.29199615,27.96900354,Romania,ROU
4792,3536,10/11/2016,03/08/2017,46.63332908,27.73333859,Romania,ROU
4793,4270,05/12/2016,04/08/2017,44.64589113,22.6658927,Romania,ROU
4794,2864,05/01/2017,26/04/2017,45.19934572,28.79668127,Romania,ROU
4795,4364,23/08/2016,04/06/2017,46.17000999,21.31998002,Romania,ROU
4796,4269,27/04/2017,25/04/2018,47.04998212,21.91999508,Romania,ROU
4797,610,18/01/2017,26/07/2017,45.79711285,24.13712073,Romania,ROU
4798,2169,20/06/2017,01/04/2018,47.63769818,26.25931677,Romania,ROU
4799,3143,18/01/2017,17/01/2018,45.15650596,26.80651851,Romania,ROU
4800,4979,30/04/2017,29/10/2017,45.45589337,28.04587439,Romania,ROU
4801,2574,21/07/2017,28/06/2018,45.69655052,27.186547,Romania,ROU
4802,1520,12/09/2016,21/04/2017,44.3262724,23.82587357,Romania,ROU
4803,1629,30/12/2016,03/12/2017,44.20627972,27.32591833,Romania,ROU
4804,3937,26/03/2017,09/06/2017,45.2969625,21.88650875,Romania,ROU
4805,1213,11/03/2017,16/11/2017,45.75882062,21.22344844,Romania,ROU
4806,4950,27/03/2017,04/03/2018,47.74841494,26.65965409,Romania,ROU
4807,596,07/02/2017,22/09/2017,47.65945396,23.57906693,Romania,ROU
4808,4446,24/11/2016,05/11/2017,46.55820335,24.55781856,Romania,ROU
4809,2777,19/08/2016,17/03/2017,44.85631757,24.87583533,Romania,ROU
4810,394,09/03/2017,25/02/2018,45.64753542,25.6071602,Romania,ROU
4811,992,30/03/2017,10/11/2017,44.94690635,26.036488,Romania,ROU
4812,1178,02/11/2016,15/06/2017,46.57843467,26.91963822,Romania,ROU
4813,2447,18/09/2016,25/08/2017,46.78842185,23.5984456,Romania,ROU
4814,3459,26/07/2016,06/11/2016,44.20266237,28.60997432,Romania,ROU
4815,3148,24/03/2017,04/09/2017,47.16834698,27.57494706,Romania,ROU
4816,4730,15/09/2016,19/07/2017,44.4333718,26.09994665,Romania,ROU
4817,2397,08/07/2017,09/11/2017,43.23300312,44.78300151,Russia,RUS
4818,3199,16/12/2016,30/09/2017,52.83299713,104.6999977,Russia,RUS
4819,502,10/04/2017,29/10/2017,44.60997601,40.12002112,Russia,RUS
4820,3411,01/05/2017,07/01/2018,43.75431765,44.65436967,Russia,RUS
4821,3866,20/12/2016,20/12/2017,44.15990013,43.46994584,Russia,RUS
4822,3559,26/06/2017,12/05/2018,44.07995668,43.09002071,Russia,RUS
4823,2804,09/11/2016,23/08/2017,43.90996706,42.72001745,Russia,RUS
4824,1742,30/09/2016,16/01/2017,44.62005292,41.95003861,Russia,RUS
4825,680,21/11/2016,05/09/2017,66.95000775,-171.8166032,Russia,RUS
4826,4057,28/12/2016,22/03/2017,65.58326947,-171.0249978,Russia,RUS
4827,855,27/08/2016,26/06/2017,70.9565849,-179.5899789,Russia,RUS
4828,2269,01/01/2017,25/04/2017,69.42444039,161.4811431,Russia,RUS
4829,3261,30/11/2016,14/06/2017,54.6316382,21.81085445,Russia,RUS
4830,2836,21/08/2016,10/06/2017,69.07305646,33.42306555,Russia,RUS
4831,3680,18/05/2017,01/01/2018,67.57307049,33.39304154,Russia,RUS
4832,2435,10/08/2016,30/07/2017,69.20521893,33.45024735,Russia,RUS
4833,252,25/05/2017,12/09/2017,59.11159731,28.07465816,Russia,RUS
4834,625,15/08/2016,04/12/2016,59.73000917,30.65000484,Russia,RUS
4835,4500,13/12/2016,16/03/2017,52.53481529,31.9448612,Russia,RUS
4836,4129,16/04/2017,17/07/2017,53.5891437,34.33918534,Russia,RUS
4837,4065,23/03/2017,14/01/2018,56.85434491,41.36428625,Russia,RUS
